__label__2 , 赫斯基 首季 盈利 增胜 预期
__label__2 , 霭华押业信贷 月 日 合计 注销 万股 回购 股份
__label__2 , 霭华押业信贷 借出 万元 短债
__label__2 , 霭华押业信贷 向名 客户 合计 授出 万港元 贷款
__label__3 , 霭华押业信贷 授出 万港元 抵押 贷款
__label__3 , 霭华押业信贷 授出 万港元 抵押 贷款
__label__2 , 霭华押业信贷 月 日 合计 注销 万股 回购 股份
__label__2 , 霭华押业信贷 客户 提供 万港元 贷款
__label__2 , 霭华押业信贷 霭华 物业 六名 客户 提供 万港元 贷款
__label__3 , 霭华押业信贷 授出 万港元 抵押 贷款
__label__3 , 霭华押业信贷 向名 客户 提供 万港元 抵押 贷款
__label__2 , 中国新城市 吴 武振 今年 销售 回款 目标 维持 亿元
__label__2 , 中国新城市 去年 营业额 大涨 持有人 应 占 亏损 约 亿
__label__3 , 中国新城市 年 业绩 由盈 转亏 亿元
__label__3 , 中国新城市 预期 年度 业绩 由盈 转亏
__label__2 , 中国新城市 委任 吴 武振 公司 秘书 授权代表
__label__1 , 中国新城市 完成 收购 浙江 新农都 股份
__label__3 , 中国新城市 中期 业绩 由盈 转亏 万元
__label__3 , 中国新城市 预期 中期 业绩 取得 亏损
__label__3 , 中国新城市 月 日 注销 万股 回购 股份
__label__1 , 中国新城市 回购 万股 涉资 万港元
__label__1 , 中国新城市 回购 万股 代价 万港元
__label__1 , 中国新城市 月 日斥 万港元 回购 万股
__label__1 , 中国新城市 月 日斥 万港元 回购 万股
__label__1 , 中国新城市 年度 净利 增至 亿元 派息
__label__1 , 中国新城市 年度 溢利 增长 亿元
__label__1 , 中国新城市 预期 年度 净利 录得 多于 倍 增长
__label__1 , 中国新城市 年 合同 销售 同比 增长 亿元
__label__1 , 港股 中国新城市 附属 公司 拟 万元 购 怀集 岳山 股权
__label__1 , 拟 出资 亿 参与 成立 合营 公司 中国新城市 涨
__label__1 , 中国新城市 拟 亿元 参与 成立 合营 公司
__label__1 , 中国新城市 配售 协议 完成 发行 亿股 股份 净筹 亿港元
__label__3 , 凯峰 内房 股 前景 不容 小觑
__label__1 , 中国新城市 今年 目标 亿年 内多 项目 开工 入市
__label__2 , 中国新城市 急 挫后 大幅 反弹 逾 三成 公司 入市 回购
__label__1 , 中国新城市 月 日 回购 万股 耗资 万 港币
__label__3 , 中国新城市 突插 月底 蒸发
__label__1 , 中国新城市 今年 销售 目标 亿 长三角 地区 新 安排
__label__1 , 中国新城市 全年 利润 同比 增 毛利率 滑
__label__1 , 中国新城市 发 盈喜 料 去年 盈利 增
__label__3 , 创达科技控股 正 进行 磋商 制定 公司 重组 计划 继续 停牌
__label__3 , 创达科技控股 复牌 条件 尚未 实现 继续 停牌
__label__2 , 创达科技控股 进一步 延长 建议 收购 最后 期限
__label__3 , 创达科技控股 延迟 公布 年 业绩
__label__2 , 创达科技控股 更换 共同 临时 清盘 最新 情况
__label__3 , 创达科技控股 董事 权力 暂停 继续 停牌
__label__3 , 创达科技控股 日常 营运 暂停 继续 停牌
__label__2 , 创达科技控股 接获 香港高等法院 清盘 密封 命令
__label__3 , 李展 存辞任 创达科技控股 执行 董事 继续 停牌
__label__2 , 创达科技控股 香港 清盘 呈请 聆讯 押后 月 日
__label__2 , 关 正德 刘骥 辞任 创达科技控股 独董 职务
__label__3 , 创达科技控股 潜在 投资者 公司 债权银行 提出 债务 重组 要约 继续 停牌
__label__2 , 创达科技控股 收到 联交所 复牌 指引
__label__3 , 创达科技控股 香港 清盘 呈请 聆讯 进一步 延期 月 日
__label__3 , 创达科技控股 上诉 许可 传票 于月 日 进行 聆讯
__label__3 , 创达科技控股 新加坡法院 颁令 给予 许 撤回 申请
__label__3 , 创达科技控股 附属 拟 撤回 香港 共同 各别 临时 清盘 委任 申请
__label__3 , 创达科技控股 担保 票据 发生 违约 正 安排 持有人 举行 非正式 会议
__label__3 , 异动股 创达科技控股 股价 创 三年 新低
__label__3 , 遭 银行 追讨 逾 亿元 债务 创达科技 复牌 重挫
__label__3 , 遭 银行 追讨 逾 亿元 债务 创达科技 复牌 重挫 成
__label__2 , 友川 集团 完成 配发 万股 净筹 万港元
__label__2 , 友川 集团 收购 股权 年 保证 溢利 达成
__label__2 , 友川 集团 拟 折让 配股 最高 净筹 万港元
__label__2 , 提早 赎回 万港元 可换 股 债券
__label__2 , 友川 集团 完成 出售 香港 德辅 道 中一 商用 物业
__label__2 , 友川 集团 拟 亿港元 出售 香港 德辅 道 中一 商用 物业
__label__2 , 委任 中汇 安达 新任 核数师
__label__2 , 采纳 股息 政策
__label__3 , 友川 集团 中期 业绩 由盈 转亏 万港元
__label__2 , 友川 集团 获 主席 兼 执董 黄伟 升 增持 万股
__label__2 , 友川 集团 获 主席 兼 执董 黄伟 升 增持 万股
__label__3 , 友川 集团 遭执 董 兼 营运 总监 黄铭 禧 沽清 万股
__label__2 , 行使 购 股权 折让 发行 万股
__label__1 , 友川 集团 获 主席 兼 执董 黄伟 升 增持 万股
__label__1 , 友川 集团 获 主席 兼 执董 黄伟 升 增持 万股
__label__2 , 因购 股权 获 行使 折让 发行 万股
__label__2 , 友川 集团 获 主席 兼 执董 黄伟 升 先减 后增 股份
__label__3 , 友川 集团 遭 主席 兼 黄伟 昇 减持 万股
__label__3 , 友川 集团 遭 主席 兼 执董 黄伟 升 减持 万股
__label__3 , 友川 集团 遭 主席 兼 黄伟 昇 减持 万股
__label__2 , 完成 收购 香港 远东发展 大厦 物业
__label__3 , 友川 集团 遭 主席 兼 黄伟 昇 减持 万股
__label__1 , 年度 业绩 扭亏为盈 万港元
__label__2 , 诚信 财务 年度 税前 溢利 确认 达成
__label__1 , 完成 收购 股权
__label__1 , 友川 集团 获 主席 黄伟 升 增持 万股
__label__1 , 友川 集团 获 主席 黄伟 升 增持 万股
__label__1 , 中期 业绩 扭亏为盈 万港元
__label__2 , 易美 贞辞任 执行 董事
__label__1 , 预计 中期 业绩 大幅 转亏 为盈
__label__1 , 友川 集团 完成 发行 亿港元 担保 可换 股 债券
__label__2 , 传递娱乐 网络 综艺节目 喜欢 你我 于月 日 播出
__label__1 , 传递娱乐 年度 业绩 由亏 转盈 万港元
__label__2 , 传递娱乐 预期 中期 扭亏为盈
__label__2 , 传递娱乐 委任 赵文竹 执行 董事
__label__2 , 传递娱乐 主打 电视剧 综艺 内地 监管 趋严 好事
__label__3 , 传递娱乐 年度 股东 应 占 亏损 扩大 亿港元
__label__2 , 传递娱乐 委任 赵文竹 公司总裁
__label__2 , 传递娱乐 委任 赵文竹 总裁
__label__3 , 传递娱乐 预期 年度 净亏损 扩大 之间
__label__2 , 传递娱乐 委任 陈诗敏 首席财务官
__label__1 , 传递娱乐 获 控股 股东 兼 主席 张量 增持 万股
__label__1 , 传递娱乐 获 控股 股东 兼 主席 张量 增持 万股
__label__1 , 传递娱乐 获 控股 股东 兼 主席 张量 两 日增 持 万股
__label__1 , 传递娱乐 获 控股 股东 兼 主席 张量 增持 万股
__label__1 , 传递娱乐 获 控股 股东 兼 主席 张量 增持 万股
__label__1 , 权益 变动 传递娱乐 获 控股 股东 兼 主席 张量 增持 万股
__label__1 , 权益 变动 传递娱乐 获 控股 股东 兼 主席 张量 增持 万股
__label__1 , 权益 变动 传递娱乐 获 控股 股东 兼 主席 张量 增持 万股
__label__1 , 权益 变动 传递娱乐 获 控股 股东 兼 主席 张量 增持 万股
__label__1 , 权益 变动 传递娱乐 获 控股 股东 兼 主席 张量 增持 万股
__label__1 , 权益 变动 传递娱乐 获 控股 股东 兼 主席 张量 增持 万股
__label__1 , 权益 变动 传递娱乐 获 主席 张量 两日 共 增持 万股
__label__1 , 传递娱乐 获 控股 股东 兼 主席 张量 增持 万股
__label__1 , 传递娱乐 获 主席 张量 增持 万股
__label__1 , 权益 变动 传递娱乐 获 控股 股东 兼 主席 张量 增持 万
__label__1 , 权益 变动 传递娱乐 获 控股 股东 兼 主席 张量 增持 万
__label__1 , 天马影视 刘绮华 接替 陈志明 获任 公司 秘书 授权代表
__label__3 , 天马影视 中期 业绩 由盈 转亏 万港元
__label__3 , 天马影视 预期 年月日 止个 月 录得 亏损
__label__2 , 天马影视 要约 截止 公众 人士 持股
__label__1 , 控股权 易主 天马影视 复牌 涨 逾
__label__1 , 天马影视 控股权 易主 获提 全购 要约 今日 复牌 大涨
__label__2 , 天马影视 日 上午 停牌 以待 公布 内幕消息
__label__2 , 时间由你 授出 亿份 购 股权
__label__2 , 时间由你 授出 合共 亿份 购 股权
__label__3 , 时间由你 股东 应 占 年度 亏损 收窄 亿元 核数师 发表 保留意见
__label__3 , 时间由你 中期 收益 同比 增 每股 亏损 降至 分
__label__3 , 时间由你 年度 亏损 同比 收窄 亿元
__label__3 , 短线 频频 异动 时间由你 早市 暴跌 成
__label__3 , 时间由你 预期 年 年度 录得 综合 亏损 净额
__label__3 , 时间由你 中期 亏损 扩至 亿元
__label__3 , 时间由你 中期 净亏损 同比 扩大 倍至 亿元
__label__1 , 赖雅 明 接替 何家欣 获任 时间由你 公司 秘书 授权代表
__label__2 , 答 天下无敌 先生 打击 香港 老千 股
__label__1 , 时间由你 拟 按供 增发 新股
__label__1 , 时间由你 现金 大于 市值 靓壳
__label__1 , 时间由你 增持 欧沃斯 钟表 精密 技术
__label__2 , 时间由你 公布 行政 总裁 变更
__label__1 , 时间由你 半年 赚 万人币 派息
__label__1 , 时间由你 配股 筹 万元
__label__1 , 辉立 证券 前景 向好 推荐 时间由你
__label__3 , 时间由你 手中 签 比率 暗盘 缩水
__label__2 , 精英国际 年 扭亏为盈 股东 应 占 利润 万港元
__label__2 , 精英国际 拟 更名 金涌 投资
__label__1 , 精英国际 预期 年度 业绩 扭亏为盈
__label__2 , 精英国际 委任 赵令欢 执行 董事 董事会 主席
__label__2 , 精英国际 要约 截止 要约 一致 行动 持股 达
__label__2 , 金涌 资本 注入 香港 上市公司 弘毅 海外对冲基金 业务 加速 发展
__label__2 , 精英国际 要约 一致 行动 持股 达
__label__2 , 精英国际 收购 金涌 资本 金涌 证券 获港 证监 批准
__label__2 , 精英国际 中期 亏损 减少 万港元
__label__1 , 精英国际 拟以 实物 分派 国联 通信 股份 方式 宣派 特别 股息
__label__3 , 精英国际 年度 亏损 同比 扩大 万港元
__label__3 , 精英国际 中期 股东 应 占 亏损 扩大 万港元
__label__3 , 精英国际 料 上半年 净亏损 同比 大幅 增加
__label__1 , 精英 实物 分派 万股 获派 股 国联 通信
__label__1 , 精英国际 拟以 派发 国联 通信 股份 方式 派发 特别 股息
__label__2 , 精英国际 全购 国联 通信 要约 结束 持股
__label__3 , 精英国际 发盈 警料 去年 利润 减少
__label__1 , 精英国际 投 联通 外包 项目
__label__3 , 精英国际 月 少 赚 派息
__label__3 , 受新开 奥特莱斯 拖累 首创钜大 去年 增收 增利
__label__3 , 首创 巨大 年度 转蚀 亿 人民币 派息
__label__3 , 首创钜大 预期 年度 由盈 转亏 股东 应 占 亏损 约 亿元
__label__2 , 首创 巨大 组亿 人民币基金 投资 房地产 改造 项目
__label__2 , 首创钜大 斥 亿元 成立 合伙 基金 投资 房地产 改造 项目
__label__2 , 首创钜大 万元 出售 长沙 欢乐 天街 投资 公司 股权
__label__1 , 郑州 首创 奥特莱斯 盛大 开业 首日 销售额 直冲 千万
__label__2 , 首创钜大 亿 奥特莱斯 获批
__label__2 , 秦怡 接替 孙少林 获任 首创钜大 非 执行 董事 职务
__label__2 , 首创 巨大 附属 拟 斥资 亿 收购 厦门 土地
__label__2 , 首创钜大 亿元 竞得 厦门市 一幅 地块
__label__2 , 首创钜大 万元 转让 长沙 奥特莱斯 项目 股权
__label__1 , 首创钜大 首创置业 签订 第二份 修订 竞争 契据
__label__1 , 首创钜大 鲁能集团 签约 旅游酒店 奥特莱斯 方面 合作
__label__2 , 奥莱 销售 强劲 首创钜大 上半年 租金 收入 亿
__label__2 , 首创钜大 中期 收入 增长 亿 奥特莱斯 项目 已达个
__label__2 , 首创钜大 上半年 净利 同比 增长 万元
__label__1 , 首创 矩 大亿 摘得 青岛高新区 地块 投资 亿建 奥特莱斯
__label__1 , 首创 钜 打造 无界 新零售 模式 公司 合作
__label__1 , 首创置业 年 千亿 值得 期待
__label__3 , 首创 鉅 大杨 涵翔 辞 任非 执行 董事 职
__label__1 , 首创钜大 南昌 奥特莱斯 月 日 开业 天 销售额 万元
__label__1 , 开年 首创 佳绩 首创钜大 荣膺 多项 行业 大奖
__label__3 , 首创 巨大 年度 纯利 亿 人民币 跌 派息
__label__1 , 首创钜大 全国 拓展 奥特莱斯 业务 计划 五年 覆盖 城
__label__2 , 首创钜大 完成 发行 亿股 认购 股份
__label__1 , 首创钜大 商业 布局 加速
__label__1 , 首创钜大 拟 发行 亿股 新股 募资 亿港元
__label__1 , 首创 巨大 去年 转 赚 派息 积极 引入 战略 投资者
__label__2 , 首创钜大 亿 竞得 西安 商服 地拟 发展 奥特莱斯
__label__2 , 绿色动力环保 拟 设立 靖西 垃圾焚烧 发电 项目 公司 注册资本 超亿
__label__2 , 绿色动力环保 首 季度 垃圾 进厂 量 同比 升
__label__2 , 绿色动力环保 一季度 发电量 同比 增至 亿度
__label__1 , 绿色动力环保 获 增持 万股
__label__2 , 绿色动力环保 拟 参与 建设 运营 靖西 市 生活 垃圾焚烧 发电 项目
__label__2 , 绿色动力环保 控股 股东 申请 亿元 借款 额度
__label__2 , 绿色动力环保 年 净利 同比 增长 亿元
__label__2 , 绿色动力环保 年 拟 子公司 申请 亿元 综合 授信
__label__2 , 绿色动力环保 拟 蓝洋 环保 共同 汕头 公司 增资 万元
__label__2 , 绿色动力环保 斥 亿元 设立 全资 子公司 建设 平阳 二期 项目
__label__2 , 绿色动力环保 收购 金沙 绿色能源 完成 工商 变更 登记
__label__2 , 中民投 股东 首发 声 永远 公司 发展 坚强 后盾
__label__2 , 垃圾 发电 补贴 取消 现在 垃圾焚烧 发电 行业 专题报告 殷 中枢 王威
__label__2 , 绿色动力环保 签署 平阳 垃圾焚烧发电厂 项目 协议 预计 总 投资 亿
__label__2 , 绿色动力环保 拟 万元 收购 贵州 金沙 绿色能源 股权
__label__2 , 中泰国际 绿色动力环保 给予 买入 评级 目标价 港元
__label__1 , 绿色动力环保 年 下属 子公司 累计 垃圾 进厂 量 同比 增长 万吨
__label__3 , 绿色动力环保 两 子公司 合计 提供 亿元 担保
__label__2 , 绿色动力环保 博 海昕 成为 公司 全资 子公司
__label__2 , 绿色动力环保 拟向 丰城 公司 提供 借款 万元
__label__2 , 绿色动力环保 三家 子公司 拟 申请 固定资产 贷款 总额 不超 亿元
__label__2 , 绿色动力环保 收购 博 海昕 环保 获得 北京 国资委 核准
__label__2 , 中泰国际 维持 绿色动力环保 买入 评级 目标价 港元
__label__2 , 绿色动力环保 前 三季度 归属 股东 净利润 增至 亿元
__label__2 , 绿色动力环保 选举 王梅林 职工 监事
__label__2 , 上市 天就 开板 迈瑞医疗 暂 无缘 创业板 老大 今年 新股 连板数 低于
__label__2 , 绿色动力环保 拟 超过 亿元 设立 垃圾焚烧 发电 项目 公司
__label__2 , 绿色动力环保 签订 湖北 石首市 生活 垃圾焚烧 发电 项目 特许 经营 协议
__label__2 , 绿色动力环保 设 合资 海宁 垃圾焚烧发电厂 扩建 项目 进行 投资
__label__2 , 绿色动力环保 股 连续 交易日 收盘价 涨幅 偏离 值 累计 逾
